## Output of 1st order ODE solution
# ODE : dy/dt = cos(y), y(0) = 0
# Analytic solution : y(t) = exp(t)
# ODE integrated from t = 0 to t = 2
# Convergence analysis for Euler Forward and GSL's Implicit RK1
#   dt    	 Analytic 	 Numerical	     GSL  	    E_num     E_GSL 
 1.000E-01	 7.389E+00	 6.727E+00	 7.389E+00	 6.616E-01	 7.383E-07
 5.000E-02	 7.389E+00	 7.040E+00	 7.389E+00	 3.491E-01	 4.711E-08
 2.500E-02	 7.389E+00	 7.210E+00	 7.389E+00	 1.795E-01	 2.975E-09
 1.250E-02	 7.389E+00	 7.298E+00	 7.389E+00	 9.104E-02	 1.869E-10
 6.250E-03	 7.389E+00	 7.343E+00	 7.389E+00	 4.585E-02	 1.173E-11
 3.125E-03	 7.389E+00	 7.366E+00	 7.389E+00	 2.301E-02	 7.452E-13
 1.563E-03	 7.389E+00	 7.378E+00	 7.389E+00	 1.152E-02	 2.132E-14
 7.813E-04	 7.389E+00	 7.383E+00	 7.389E+00	 5.767E-03	 1.066E-14
 3.906E-04	 7.389E+00	 7.386E+00	 7.389E+00	 2.885E-03	 7.727E-14
 1.953E-04	 7.389E+00	 7.388E+00	 7.389E+00	 1.443E-03	 1.537E-13
 9.766E-05	 7.389E+00	 7.388E+00	 7.389E+00	 7.215E-04	 1.785E-13
 4.883E-05	 7.389E+00	 7.389E+00	 7.389E+00	 3.608E-04	 1.767E-13
 2.441E-05	 7.389E+00	 7.389E+00	 7.389E+00	 1.804E-04	 1.643E-13
 1.221E-05	 7.389E+00	 7.389E+00	 7.389E+00	 9.020E-05	 4.343E-13
 6.104E-06	 7.389E+00	 7.389E+00	 7.389E+00	 4.510E-05	 2.576E-13
 3.052E-06	 7.389E+00	 7.389E+00	 7.389E+00	 2.255E-05	 8.580E-13
 1.526E-06	 7.389E+00	 7.389E+00	 7.389E+00	 1.127E-05	 2.163E-12
